text,label
" Abortion gives women an easy way out of their accidental responsibilities so that they become unaccountable for their sexual escapades. Abortion means the killing of life after conception. Abortion affects women emotionally and can leave a lasting psychological affect. The taking of life is not of God's will as he created women to procreate.
",FALSE
" I think a woamn has the right to choose the fate of her unborn child because it is a private issue and it is her body. People make mistakes and if a woman makes the mistake of an unwanted pregnancy, she should be able to end that pregnancy. Years ago, woman didn't have that right and abortions were a very risky thing to do by yourself. Many women died trying. Not only that but finding a Doctor to before an abortion was very hush, hush. They were hard to find. Now it can be done in medical clinics specializing in abortions and its done in a very dignified way. Women should be so lucky.
",FALSE
" I don't believe abortion is wrong. The fetus in the womb is not a human being. It is not really a baby or person after conception. It is similar to a fish living in water. It is only a mass of cells that could turn into a human being later on at birth. Since this mass of cells is not human and is not a person, there is no morality involved in the destruction of it. Therefore, a woman has the power to choose what her body does. If she doesn't want to be pregnant, she can abort the fetus. It is her decision to have an unwanted pregnancy terminated.
",FALSE
" Women should have the right to choose what happens with their own bodies and how they live their lives.  Pregnancy and childbirth are opportunities only provided to women and women should be able to control what happens to themselves.  Accidental pregnancies do happen.  As long as abortions are done in the early weeks of pregnancy, prior to full development, women should be able to choose whether or not they carry the baby to term.
",FALSE
" I believe it is ok to have an abortion. That you wouldnâ€™t be judged by people who donâ€™t believe this issue is right. I think that everyone should support a woman that wants an abortion regardless of their personal beliefs. I think Christians ran businesses should not complain about having to provide coverage for abortion in an insurance policy.
",FALSE
" Life begins at the moment of conception. If you choose to have sex, you choose to take on the responsibility of birth control. If you fail to take responsibility for your action and thus get pregnant you create a life that has a right to be given a chance, just like you once were. If you're not prepared to be a parent there's long waiting lists of deserving couples who can't conceive on their own who would make wonderful parents. Be responsible, give life to the life you created.
",FALSE
" I think that abortion is the mother's choice. She is in control of her own body. If she does not want a baby to grow inside of it, no one should be able to force her to do so. An embryo at a very early stage has not developed a personality. Hopefully, they have little or no awareness and will feel little or no pain. So, if the pregnancy is terminated it will be as if the embryo never existed. This is better than bringing a baby into the world that is abnormal, unwanted, or to a mother that is incapable of taking care of it.
",FALSE
" Fetuses have a right to live. If you can't accept the possibility of giving birth, you shouldn't have sex. Pregnancy is a gift, and you shouldn't be ungrateful and try to return it. Your body isn't -just- your own, it belongs to everyone, to god, to the human race. Think of how cute babies are, and everything else will fall into place.
",FALSE
" I believe abortion is ok because it is simply a way of preventing an unwanted pregnancy.  A child is not viable outside the womb until the late stages of pregnancy and it can reasonably be argued that if life is not viable outside the womb, it is not a life with value and protection in and of itself.  It is not yet a separate and distinct entity. We have a clear standard in society for what does and does not constitute life.  As long as a woman carries a pregnancy and the fetus in the womb is not viable, it is still ultimately her decision as to whether she wants to carry this pregnancy in her body.  This is a decision that belongs only between a woman and her doctor.
",FALSE
" I beleive the system that supports abortions is necessary. If we don't possess anything else in society we own the right to make our own decisions and choices. A woman should be able to choose whether or not her body will be used to support life. If she chooses not too that is her right.  There are several woman that have been robbed of their choice to conceive in the first place and to not give them a means to decide whether or not they want to live with a constant reminder of how their rights and body were initially violated would be cruel and insensitive.  There are also other women that simply don't have the financial,emotional,or physical means to raise a child. I would rather them to make the choice early than to give birth to a child that does not have a fighting chance. At the end of the day it is the womans body and it should be her choice.
",FALSE
