text,label
" There are some people in our society who do not belong in it.  They made that choice, but they don't think they should have to live with it...or die by it.  Wrong, my friend: You decided to unleash your hatred of the good people of our society by doing your heinous crime and now you must pay the price by giving up your right to live.  I'm not saying we have to dance in the streets when a criminal is executed, but we have to be loud and clear that they are responsible for their actions and must accept the consequences.  Without just rules governing societal behavior, we will descend into anarchy, chaos, and the collapse of civilization.  I didn't yip and yap with pleasure when Bin Laden was killed, but I certainly did not mourn his passing.  I feel the same about murderers and rapists..there is no room in society for these foul criminals.
",FALSE
" The death penalty is painless all the time. The death penalty does no harm and is quick. The death penalty does not cost much to administer. The death penalty is always a 50/50 chance at life.
",FALSE
" All life is sacred.  Two wrongs don't make a right.  Even if someone did something horrible, they shouldn't have to die.  They're still a human being and deserve to be treated like one.
",FALSE
" I believe that taking a life, no matter how awful the crimes are is wrong. Each person is placed on this planted for a reason and to take that person off the planet is wrong. No matter what, a person deserves to live a life even if it is behind bars. Sometimes people are accused of crimes that they did not commit and if they are put to death then that would be considered murder.
",FALSE
" Society needs the death penalty. It deters future criminals and is the only way for families to obtain retribution and move on. There is no disproportionate discrimination in society; the people who get the most death sentences just happen to be minorities. We cannot do without the death penalty because it teaches people that they cannot just get away with capital crimes.
",FALSE
" The death penalty doesn't teach a criminal a lesson, because if they are killed they are no longer alive to learn from it. It also does not seem to be very convincing to other criminals, our murder rates are at a high even with the death penalty in place. If thou shall not kill, we are being hypocritical by telling the murderer he is wrong but we are also going to murder him or her. If it does not dissuade, then it serves no purpose. Being sentenced to prison for life is actually worse punishment, as that person will have to live with what they have done every day, and also suffer attacks from other prisoners, especially child molesters and killers.
",FALSE
" The death penalty is a travesty and affront to the civilized world. Almost every other developed country has banned this despicable practice. Murder sanctioned by the state is never right and that is what the death penalty is. Not only does it sometimes result in the killing of an innocent man it wastes tax payer dollars in endless appeals.
",FALSE
" The death penalty is important because it acts as a deterrent. Criminals need to know that if the commit a severe enough crime, there's a chance the state will have them killed. The states that don't allow the death penalty are all bleeding-heart liberal states. Texas has the right idea.
",FALSE
" It is morally wrong to kill. We are putting people in jail for crimes like murder and then using the legal system to turn around and murder them as well. We cannot impress upon people that a certain crime is wrong if we then use that same crime to punish them for - the same crime. It does not teach people a lesson.
",FALSE
" I am totally for the death penalty ! If you kill someone or brutally rape someone, you should fry for it ! ""An eye for an eye"" should be our motto in capital cases. Maybe then, people will think twice before they kill somebody.
",FALSE
" The death penalty saves tax payers money.  Why should I pay for criminal's expenses instead of letting them die.  After all, most murders deserve death since they kill others.  We should execute more prisoners.
",FALSE
" Our families are not safe.  People are murdered on the streets; Homes are being invaded; Gangs are controlling entire neighbourhoods.  Our judicial system needs the death penalty as a strong deterrent to this out of control violence.  The death penalty has been used in every part of the world for thousands of years and has not been found to be immoral or unjust.  We need to keep the death penalty and use it more often to protect our families and our country.
",FALSE
" How would you feel if your loved one was brutally murdered? Most people would want to get closure, and the only way to do that would be to take ""an eye for an eye"". The man or woman who kills must realize the consequences of such a heinous action. If people truly know that they will get the death penalty, they will be deterred from killing in the first place and crime will decrease.
",FALSE
" The death penalty is not a deterrent at all.  What it really is is a burden on taxpayers who pay for death row convicts to live out their lives in prison.  In addition, there have been so many convicts later proven innocent with updated technology such as DNA.  Man is not God; man makes mistakes, and having just one person wrongly killed under the death penalty is one too many.
",FALSE
" What if the alleged offender seeked justice on a wrong doer, avenging. There have been self defense cases where one defended himself and received this harsh penalty. Why are those who judge the offenders get a watch someone die slow that never harmed them? Sometimes, this penalty is praised.
",FALSE
" The death penalty prevents death. It discourages criminals from committing the ultimate crime, because that they too might die because of their deed. Having a death penalty marks off this one crime as the one that cannot be made up for, and cannot (in theory) end in a short sentence and a slack probation. Where a death penalty is in force, killers know they will not be freed to kill again.
",FALSE
" We are a country of laws and regulations that are for the saftey of the majority. Some crimes are so bad that we must remove those offenders from our society completely because it is not worth the risk of keeping them. Some people there is no hope of rehabilitating and it is unfair to ask us to continue to pay to keep them in the system when there is no hope of them turning there life around. The death penalty is about keeping our children and society safe and not burdening the tax payer, it is also setting an example to discourage criminals from committing those crimes.
",FALSE
" Every action has consequences. Sometimes these consequences are good, and sometimes they are bad. These consequences are distributed in proportion to the action. Capital punishment is one of these consequences. It is reserved for the most heinous of crimes, always involving murder. By being a citizens of this country, you agree to follow the law. Everyone knows that when breaking the law, you will get punished. In this sense, capital punishment is not immoral; it is the pre-determined punishment for especially egregious crimes. If a murderer wants to keep his life, he should have considered this basic principle before committing the crime. There is no reason the worst criminals in this country should be exempt from the appropriate punishment.
",FALSE
" The death penalty is an inhumane way to deal with prisoners.  Although the crimes committed by these individuals range in severity such as serial raping, murder, and other atrocious crimes, the people who committed these are crimes are human.  These people should be given a life in prison, where they can be controlled and separated from society so they no longer are a threat, while we do not stoop to their level and take their lives from them.  By killing them, we are becoming what they are.  The death penalty has been used in the past, and innocent men have lost their lives due to this.
",FALSE
" Sometimes a crime is committed that is so odious to the moral sense that only supreme justice is called for. Studies have shown that the death penalty does not deter capital crimes. It can purge society's lingering guilt in the fact that justice is complete and final. Victims' families can get some well-deserved closure and society can move on from the crime without having to wait for a life sentence to be served.
",FALSE
" The notion that innocent people are wrongfully killed because of the death penalty is vastly overblown. Criminal trials take too much time, money, and effort for a completely innocent person to be convicted time and time again. Just because someone says that they are innocent, doesn't make it so. A jury found them guilty for good cause, and people are often hesitant to hand out the death penalty. It's clear that there are times when a crime deserves a punishment like death, and any other punishment would be too easy. Having them rot in prison is just a drain of tax money. The death penalty deserves to stay.
",FALSE
" The death penalty is necessary because it deters some of the most serious crimes. If people fear the death penalty, they will be less likely to commit terrible crimes.  If our only punishment is to lock them away in a jail, it is not enough of a deterrent.  If someone takes the life of someone else, their life should be taken from them.
",FALSE
" I don't think the death penalty should be allowed.  The death penalty is inhumane and no one has the right to take someones life.  Not even the government.  If someone murders a person then that person should go to jail for a really long time or even for the rest of their lives.  As long as they are kept outside of society we can be safe.  There is no need to kill them in order to protect society.
",FALSE
